incident_name,incident_is_final,incident_date_last_update,incident_date_created,incident_administrative_unit,incident_administrative_unit_url,County,incident_location,incident_acres_burned,incident_containment,incident_control,incident_cooperating_agencies,incident_longitude,incident_latitude,incident_type,incident_id,incident_url,incident_date_extinguished,incident_dateonly_extinguished,incident_dateonly_created,is_active,calfire_incident,notification_desired,Date,Source,Site ID,POC,Daily Mean PM2.5 Concentration,Units,Daily AQI Value,Local Site Name,Daily Obs Count,Percent Complete,AQS Parameter Code,AQS Parameter Description,Method Code,Method Description,CBSA Code,CBSA Name,State FIPS Code,State,County FIPS Code,Site Latitude,Site Longitude
Johnson Fire,Y,2023-05-23T10:23:19Z,2023-05-20T20:34:18Z,CAL FIRE / Riverside County Fire and Bureau of Indian Affairs,,Riverside,"Johnson Street and 81st Avenue, Mecca",,,,,-116.0614,33.4626,Wildfire,372264df-a6df-41b0-91b1-6b1ed6547a11,https://www.fire.ca.gov/incidents/2023/5/20/johnson-fire/,2023-05-23T10:23:13Z,2023-05-23,2023-05-20,N,False,False,05/20/2023,AQS,60658001,1,16.2,ug/m3 LC,64,Rubidoux,1,100.0,88101,PM2.5 - Local Conditions,145.0,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,40140.0,"Riverside-San Bernardino-Ontario, CA",6,California,65,33.9995800008751,-117.41601
Johnson Fire,Y,2023-05-23T10:23:19Z,2023-05-20T20:34:18Z,CAL FIRE / Riverside County Fire and Bureau of Indian Affairs,,Riverside,"Johnson Street and 81st Avenue, Mecca",,,,,-116.0614,33.4626,Wildfire,372264df-a6df-41b0-91b1-6b1ed6547a11,https://www.fire.ca.gov/incidents/2023/5/20/johnson-fire/,2023-05-23T10:23:13Z,2023-05-23,2023-05-20,N,False,False,05/20/2023,AQS,60658001,3,17.8,ug/m3 LC,67,Rubidoux,1,100.0,88101,PM2.5 - Local Conditions,170.0,Met One BAM-1020 Mass Monitor w/VSCC,40140.0,"Riverside-San Bernardino-Ontario, CA",6,California,65,33.9995800008751,-117.41601
Johnson Fire,Y,2023-05-23T10:23:19Z,2023-05-20T20:34:18Z,CAL FIRE / Riverside County Fire and Bureau of Indian Affairs,,Riverside,"Johnson Street and 81st Avenue, Mecca",,,,,-116.0614,33.4626,Wildfire,372264df-a6df-41b0-91b1-6b1ed6547a11,https://www.fire.ca.gov/incidents/2023/5/20/johnson-fire/,2023-05-23T10:23:13Z,2023-05-23,2023-05-20,N,False,False,05/20/2023,AQS,60658005,1,18.2,ug/m3 LC,68,Mira Loma (Van Buren),1,100.0,88101,PM2.5 - Local Conditions,145.0,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,40140.0,"Riverside-San Bernardino-Ontario, CA",6,California,65,33.996360000875,-117.4924
Johnson Fire,Y,2023-05-23T10:23:19Z,2023-05-20T20:34:18Z,CAL FIRE / Riverside County Fire and Bureau of Indian Affairs,,Riverside,"Johnson Street and 81st Avenue, Mecca",,,,,-116.0614,33.4626,Wildfire,372264df-a6df-41b0-91b1-6b1ed6547a11,https://www.fire.ca.gov/incidents/2023/5/20/johnson-fire/,2023-05-23T10:23:13Z,2023-05-23,2023-05-20,N,False,False,05/20/2023,AQS,60658005,3,17.9,ug/m3 LC,67,Mira Loma (Van Buren),1,100.0,88101,PM2.5 - Local Conditions,170.0,Met One BAM-1020 Mass Monitor w/VSCC,40140.0,"Riverside-San Bernardino-Ontario, CA",6,California,65,33.996360000875,-117.4924
Johnson Fire,Y,2023-05-23T10:23:19Z,2023-05-20T20:34:18Z,CAL FIRE / Riverside County Fire and Bureau of Indian Affairs,,Riverside,"Johnson Street and 81st Avenue, Mecca",,,,,-116.0614,33.4626,Wildfire,372264df-a6df-41b0-91b1-6b1ed6547a11,https://www.fire.ca.gov/incidents/2023/5/20/johnson-fire/,2023-05-23T10:23:13Z,2023-05-23,2023-05-20,N,False,False,05/20/2023,AQS,60659001,3,9.6,ug/m3 LC,52,Lake Elsinore,1,100.0,88502,Acceptable PM2.5 AQI & Speciation Mass,731.0,Met-One BAM-1020 W/PM2.5 SCC,40140.0,"Riverside-San Bernardino-Ontario, CA",6,California,65,33.67649,-117.33098
Point Fire,Y,2023-05-23T08:52:30Z,2023-05-21T17:45:00Z,CAL FIRE Shasta - Trinity Unit,,Shasta,"Two Feathers Road and Wagon Gulch Road, 13 miles SW of Redding",10.0,100.0,,,-122.47542,40.417676,Wildfire,c2deabb9-7935-4a0a-8fba-4d4005e4bf1c,https://www.fire.ca.gov/incidents/2023/5/21/point-fire/,,,2023-05-21,N,True,False,05/21/2023,AQS,60890004,3,8.0,ug/m3 LC,44,Redding - Health Department,1,100.0,88101,PM2.5 - Local Conditions,209.0,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C,39820.0,"Redding, CA",6,California,89,40.550130000932,-122.38092
Point Fire,Y,2023-05-23T08:52:30Z,2023-05-21T17:45:00Z,CAL FIRE Shasta - Trinity Unit,,Shasta,"Two Feathers Road and Wagon Gulch Road, 13 miles SW of Redding",10.0,100.0,,,-122.47542,40.417676,Wildfire,c2deabb9-7935-4a0a-8fba-4d4005e4bf1c,https://www.fire.ca.gov/incidents/2023/5/21/point-fire/,,,2023-05-21,N,True,False,05/21/2023,AQS,60893003,1,3.4,ug/m3 LC,19,Lassen Volcanic NP - Manzanita Lake Fire Station,1,100.0,88502,Acceptable PM2.5 AQI & Speciation Mass,707.0,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.",39820.0,"Redding, CA",6,California,89,40.53999,-121.57646
Ramona Fire,Y,2024-06-04T15:02:02Z,2023-05-22T14:11:00Z,Riverside County Fire,,Riverside,Ramona Expressway and North Warren Rd,338.0,100.0,,,-117.033714,33.823424,Wildfire,e44f5b6b-c6e6-461a-a9ab-d442e08de3ea,https://www.fire.ca.gov/incidents/2023/5/22/ramona-fire/,2023-05-25T20:00:10Z,2023-05-25,2023-05-22,N,True,False,05/22/2023,AQS,60650009,1,5.9,ug/m3 LC,33,Pechanga,1,100.0,88101,PM2.5 - Local Conditions,170.0,Met One BAM-1020 Mass Monitor w/VSCC,40140.0,"Riverside-San Bernardino-Ontario, CA",6,California,65,33.4478670008682,-117.088649
Ramona Fire,Y,2024-06-04T15:02:02Z,2023-05-22T14:11:00Z,Riverside County Fire,,Riverside,Ramona Expressway and North Warren Rd,338.0,100.0,,,-117.033714,33.823424,Wildfire,e44f5b6b-c6e6-461a-a9ab-d442e08de3ea,https://www.fire.ca.gov/incidents/2023/5/22/ramona-fire/,2023-05-25T20:00:10Z,2023-05-25,2023-05-22,N,True,False,05/22/2023,AQS,60650012,3,14.1,ug/m3 LC,60,Banning Airport,1,100.0,88502,Acceptable PM2.5 AQI & Speciation Mass,731.0,Met-One BAM-1020 W/PM2.5 SCC,40140.0,"Riverside-San Bernardino-Ontario, CA",6,California,65,33.92086,-116.85841
Ramona Fire,Y,2024-06-04T15:02:02Z,2023-05-22T14:11:00Z,Riverside County Fire,,Riverside,Ramona Expressway and North Warren Rd,338.0,100.0,,,-117.033714,33.823424,Wildfire,e44f5b6b-c6e6-461a-a9ab-d442e08de3ea,https://www.fire.ca.gov/incidents/2023/5/22/ramona-fire/,2023-05-25T20:00:10Z,2023-05-25,2023-05-22,N,True,False,05/22/2023,AQS,60650016,3,9.7,ug/m3 LC,52,Temecula,1,100.0,88502,Acceptable PM2.5 AQI & Speciation Mass,731.0,Met-One BAM-1020 W/PM2.5 SCC,40140.0,"Riverside-San Bernardino-Ontario, CA",6,California,65,33.5830180008699,-117.072202
Ramona Fire,Y,2024-06-04T15:02:02Z,2023-05-22T14:11:00Z,Riverside County Fire,,Riverside,Ramona Expressway and North Warren Rd,338.0,100.0,,,-117.033714,33.823424,Wildfire,e44f5b6b-c6e6-461a-a9ab-d442e08de3ea,https://www.fire.ca.gov/incidents/2023/5/22/ramona-fire/,2023-05-25T20:00:10Z,2023-05-25,2023-05-22,N,True,False,05/22/2023,AQS,60650500,1,10.1,ug/m3 LC,53,29 Palms,1,100.0,88101,PM2.5 - Local Conditions,238.0,Teledyne T640X at 16.67 LPM,40140.0,"Riverside-San Bernardino-Ontario, CA",6,California,65,33.7196900008716,-116.1897
Ramona Fire,Y,2024-06-04T15:02:02Z,2023-05-22T14:11:00Z,Riverside County Fire,,Riverside,Ramona Expressway and North Warren Rd,338.0,100.0,,,-117.033714,33.823424,Wildfire,e44f5b6b-c6e6-461a-a9ab-d442e08de3ea,https://www.fire.ca.gov/incidents/2023/5/22/ramona-fire/,2023-05-25T20:00:10Z,2023-05-25,2023-05-22,N,True,False,05/22/2023,AQS,60650500,21,9.2,ug/m3 LC,51,29 Palms,1,100.0,88101,PM2.5 - Local Conditions,738.0,Teledyne T640X at 16.67 LPM (Corrected),40140.0,"Riverside-San Bernardino-Ontario, CA",6,California,65,33.7196900008716,-116.1897
Ramona Fire,Y,2024-06-04T15:02:02Z,2023-05-22T14:11:00Z,Riverside County Fire,,Riverside,Ramona Expressway and North Warren Rd,338.0,100.0,,,-117.033714,33.823424,Wildfire,e44f5b6b-c6e6-461a-a9ab-d442e08de3ea,https://www.fire.ca.gov/incidents/2023/5/22/ramona-fire/,2023-05-25T20:00:10Z,2023-05-25,2023-05-22,N,True,False,05/22/2023,AQS,60651016,1,8.5,ug/m3 LC,47,Morongo Air Monitoring Station,1,100.0,88101,PM2.5 - Local Conditions,170.0,Met One BAM-1020 Mass Monitor w/VSCC,40140.0,"Riverside-San Bernardino-Ontario, CA",6,California,65,33.9447129,-116.830074
Ramona Fire,Y,2024-06-04T15:02:02Z,2023-05-22T14:11:00Z,Riverside County Fire,,Riverside,Ramona Expressway and North Warren Rd,338.0,100.0,,,-117.033714,33.823424,Wildfire,e44f5b6b-c6e6-461a-a9ab-d442e08de3ea,https://www.fire.ca.gov/incidents/2023/5/22/ramona-fire/,2023-05-25T20:00:10Z,2023-05-25,2023-05-22,N,True,False,05/22/2023,AQS,60658001,1,14.4,ug/m3 LC,61,Rubidoux,1,100.0,88101,PM2.5 - Local Conditions,145.0,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,40140.0,"Riverside-San Bernardino-Ontario, CA",6,California,65,33.9995800008751,-117.41601
Ramona Fire,Y,2024-06-04T15:02:02Z,2023-05-22T14:11:00Z,Riverside County Fire,,Riverside,Ramona Expressway and North Warren Rd,338.0,100.0,,,-117.033714,33.823424,Wildfire,e44f5b6b-c6e6-461a-a9ab-d442e08de3ea,https://www.fire.ca.gov/incidents/2023/5/22/ramona-fire/,2023-05-25T20:00:10Z,2023-05-25,2023-05-22,N,True,False,05/22/2023,AQS,60658001,3,16.1,ug/m3 LC,64,Rubidoux,1,100.0,88101,PM2.5 - Local Conditions,170.0,Met One BAM-1020 Mass Monitor w/VSCC,40140.0,"Riverside-San Bernardino-Ontario, CA",6,California,65,33.9995800008751,-117.41601
Ramona Fire,Y,2024-06-04T15:02:02Z,2023-05-22T14:11:00Z,Riverside County Fire,,Riverside,Ramona Expressway and North Warren Rd,338.0,100.0,,,-117.033714,33.823424,Wildfire,e44f5b6b-c6e6-461a-a9ab-d442e08de3ea,https://www.fire.ca.gov/incidents/2023/5/22/ramona-fire/,2023-05-25T20:00:10Z,2023-05-25,2023-05-22,N,True,False,05/22/2023,AQS,60658005,1,14.2,ug/m3 LC,61,Mira Loma (Van Buren),1,100.0,88101,PM2.5 - Local Conditions,145.0,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,40140.0,"Riverside-San Bernardino-Ontario, CA",6,California,65,33.996360000875,-117.4924
Ramona Fire,Y,2024-06-04T15:02:02Z,2023-05-22T14:11:00Z,Riverside County Fire,,Riverside,Ramona Expressway and North Warren Rd,338.0,100.0,,,-117.033714,33.823424,Wildfire,e44f5b6b-c6e6-461a-a9ab-d442e08de3ea,https://www.fire.ca.gov/incidents/2023/5/22/ramona-fire/,2023-05-25T20:00:10Z,2023-05-25,2023-05-22,N,True,False,05/22/2023,AQS,60658005,3,13.7,ug/m3 LC,60,Mira Loma (Van Buren),1,100.0,88101,PM2.5 - Local Conditions,170.0,Met One BAM-1020 Mass Monitor w/VSCC,40140.0,"Riverside-San Bernardino-Ontario, CA",6,California,65,33.996360000875,-117.4924
